FEN,Response Move
4r1k1/1r3pp1/p6p/bb1N4/3pPP2/6P1/P2P4/R1B1R1K1 b - - 1 30,d4d3
4r1k1/1r3pp1/p6p/bb1N4/4PP2/3p2P1/P2P1K2/R1B1R3 b - - 1 31,b5c6
4r1k1/1r3pp1/p6p/bb6/4PP2/4K1P1/PB1P4/R3R3 b - - 4 35,b7d7
4r1k1/3r1pp1/p6p/1b6/3BPP2/6P1/P2K4/R3R3 b - - 0 37,d7d4
4r1k1/3r1pp1/p6p/bb6/3BPP2/4K1P1/P2P4/R3R3 b - - 6 36,a5d2
4r1k1/5p1p/2p3p1/qp4Pb/5P2/2PB3P/P2K4/1R5R w - - 0 25,d3c2
4r1k1/5p1p/6p1/2R5/P6P/1PP1Pb2/5P2/2K5 b - - 0 30,e8e4
4r1k1/5p1p/6p1/2Rb4/7P/1PP1P3/P4P2/2K5 b - - 0 29,d5f3
4r1k1/5p1p/6p1/R1p5/2b4P/1PP1P3/P4P2/2K5 b - - 0 28,c4d5
4r1k1/5p2/7p/4qpp1/3Q4/5P1P/6P1/3R3K w - - 9 36,d4d3
4r1k1/5p2/7p/5pp1/8/5P1P/3q2P1/Q1R4K w - - 5 34,c1d1
4r1k1/5p2/7p/5pp1/8/5P1P/4q1P1/Q2R3K w - - 7 35,a1d4
4r1k1/5pp1/P2p3p/3p4/2nP4/4P1P1/R4PPK/1r6 b - - 0 30,c4b6
4r1k1/5pp1/p6p/1b6/3rPP2/4K1P1/P7/R3R3 b - - 1 38,d4e4
4r1k1/5pp1/p6p/1b6/4rP2/6P1/P4K2/R3R3 b - - 1 39,e4e2
4r1k1/5pp1/p6p/1b6/5P2/6P1/P3RK2/R7 b - - 0 40,e8e2
4r1k1/6pp/p7/5n2/P1RpKP1n/7N/P6P/4R3 w - - 1 34,e4d5
4r1k1/P4pp1/1n1p3p/3p4/3P4/4P1P1/R4PPK/1r6 b - - 0 31,e8c8
4r1k1/R4p2/7p/6p1/8/2p1P1P1/PbR2P1P/6K1 b - - 0 30,e8d8
4r1k1/p1p1qppp/1p6/4r3/2Pp4/8/PPNQ1PPP/R5K1 b - - 2 20,e5e2
4r1k1/p1p1qppp/1p6/8/2Pp4/3Q4/PPN1rPPP/R5K1 b - - 4 21,c7c5
4r1k1/p2rBppp/8/8/2p5/2Pp1B2/P2N2P1/1R2R2K b - - 6 25,d7e7
4r1k1/p3Rppp/8/8/2p5/2Pp1B2/P2N2P1/1R5K b - - 0 26,g8f8
4r1k1/p3qppp/1p6/2p5/2Pp4/3Q3P/PPN1rPP1/R5K1 b - - 0 22,e7f6
4r1k1/p4p2/2p2q1p/2b5/6b1/5P2/PPP1B1PP/R3K2R b KQ - 1 18,f6e5
4r1k1/p4p2/2p4p/2b1q3/6b1/5P2/PPP1B1PP/2KR3R b - - 3 19,e5e2
4r1k1/p4p2/2p4p/2b5/6b1/5P2/PPP1q1PP/2KRR3 b - - 1 20,c5e3
4r1k1/p4p2/2p4p/8/4q3/2P1b3/PP5P/K2RR3 b - - 2 24,e8b8
4r1k1/p4p2/2p4p/8/6P1/4b3/PPP3qP/1K1RR3 b - - 0 22,g2g4
4r1k1/p4p2/2p4p/8/6b1/4bP2/PPP1q1PP/1K1RR3 b - - 3 21,e2g2
4r1k1/p4p2/2p4p/8/6q1/2P1b3/PP5P/1K1RR3 b - - 0 23,g4e4
4r1k1/p4ppp/1p3q2/2p5/2Pp4/3Q1P1P/PPN1r1P1/R5K1 b - - 0 23,f6h4
4r1k1/p4ppp/1p6/2p5/2Pp3q/1P1Q1P1P/P1N1r1P1/R5K1 b - - 0 24,h4f2
4r1k1/pp1q1p1p/2p1p1pP/3BP1Q1/8/5P2/PPP2P2/2K5 w - - 0 26,g5f6
4r1k1/pp3r1p/4p1p1/4qp1b/3P1B2/2P1RPP1/P7/5RK1 w - - 0 25,f4e5
4r1k1/pp3r1p/4p3/4Bp1b/3P1p2/2P1R1P1/P7/5RK1 w - - 0 27,g3f4
4r1k1/pp3r1p/4p3/4Bppb/3P4/2P1RPP1/P7/5RK1 w - - 0 26,f3f4
4r1k1/ppQ2r1p/4p1p1/3q1p1b/3P1B2/2P1RPP1/P7/5RK1 w - - 1 24,c7e5
4r1k1/ppp5/2b2p1p/5p2/2Pp1b1n/3P1P1P/PPQ5/6RK b - - 1 29,g8f7
4r1nr/ppqk2pp/2nb4/2p1p1B1/4P1P1/2P5/PP3P1P/R2Q1RK1 b - - 2 15,d7c8
4r1rk/p4p1p/2p5/2p3q1/8/P2B4/1PP1R1P1/R5K1 w - - 9 30,a1e1
4r2B/1ppk3p/p2bp1p1/3P4/5P2/1P1p4/P4RPP/4R1K1 b - - 0 20,e8h8
4r2Q/pp1qkp1p/2p1p1pP/3BP3/8/5P2/PPP2P2/2K5 w - - 8 30,h8f6
4r2k/p3N1pp/8/8/3P4/2P4K/P5PP/1R2R3 b - - 0 29,h7h5
4r2k/p3P1bp/1p1Q2p1/8/2r5/7P/P5P1/4RRK1 w - - 1 31,d6d7
4r2k/p5p1/6N1/7p/3P4/2P4K/P5PP/1R2R3 b - - 1 30,h8h7
4r2k/p5rq/1bp2Q1p/n3p2P/Pp1pN3/1P1P1P2/1BP5/1K1R2R1 b - - 4 33,b6d8
4r2k/p6p/2R1b2B/2p1b3/4p3/8/PP3PPP/4R1K1 b - - 3 31,e6a2
4r2k/p6p/3Rbb1B/2p1p3/8/8/PP3PPP/3R2K1 b - - 4 29,e5e4
4r2k/p6p/3Rbb1B/2p5/4p3/8/PP3PPP/4R1K1 b - - 1 30,f6e5
4r2k/p6p/7B/2R1b3/4p3/8/bP3PPP/4R1K1 b - - 0 32,e5d4
4r2k/p6p/7B/8/4p3/2b5/R4PPP/2R3K1 b - - 2 35,e8d8
4r2k/p6p/7B/8/4p3/8/Rb3PPP/4R1K1 b - - 0 34,b2c3
4r2k/p6p/7B/R7/3bp3/8/bP3PPP/4R1K1 b - - 2 33,d4b2
4r2k/p6p/8/6B1/4p3/7P/5PP1/3R2K1 b - - 3 41,h8g8
4r2k/p6q/2pQ3p/n3p1NP/Pp1p4/1P1P1P2/1BP5/1K4R1 b - - 0 36,e8g8
4r3/1Q6/p4kq1/2p1pr2/3p2Pp/3P1P1P/PPP5/4RRK1 b - - 0 31,e8e7
4r3/1R1k3r/4pR2/p1bP1p1p/2P5/3K4/8/8 b - - 1 48,d7d6
4r3/1kp1P1pp/p6n/1p1pP3/5P1Q/q6B/6KP/4R2R w - - 1 30,h1f1
4r3/1n1k3r/1p2pBRp/2bP1p2/2P5/1PK5/P7/4R3 b - - 12 41,b7d6
4r3/1p1k1p1p/pq2b1p1/2b1P1N1/1n1p1Q2/8/PPP2PPP/2KR1B1R w - - 5 20,g5e6
4r3/1p1k1p1p/pqn1b1p1/2b1P3/3p1Q2/5N2/PPP2PPP/2KR1B1R w - - 3 19,f3g5
4r3/1p1k1p1p/pqnbbQp1/8/3pP3/5N2/PPP2PPP/2KR1B1R w - - 2 17,e4e5
4r3/1p1kbp1p/pqn1bQp1/4P3/3p4/5N2/PPP2PPP/2KR1B1R w - - 1 18,f6f4
4r3/1p3p1k/pNnqbn1p/P2p2p1/2PPp3/4P2P/1P1NBPP1/R2Q1RK1 b - - 0 18,e8g8
4r3/1p6/p2k4/6p1/2P3Pp/4pP1P/PP6/4R1K1 b - - 0 30,d6e5
4r3/1p6/p2k4/6p1/4p1Pp/5P1P/PPP5/4R1K1 b - - 0 29,e4e3
4r3/1p6/p3pkq1/2p2r2/3pQ1Pp/3P1P1P/PPP5/4RRK1 b - - 0 30,e6e5
4r3/1p6/p7/2P3p1/3k2Pp/4pP1P/PP4K1/4R3 b - - 0 32,d4c5
4r3/1p6/p7/2k3p1/6Pp/1P2pP1P/P5K1/4R3 b - - 0 33,c5d4
4r3/1p6/p7/4k1p1/2P3Pp/4pP1P/PP4K1/4R3 b - - 2 31,e5d4
4r3/1p6/p7/6p1/P1R3Pp/1P2pP1P/3k2K1/8 b - - 4 36,e3e2
4r3/1p6/p7/6p1/P1R3Pp/1P3P1P/3k2K1/4q3 b - - 1 38,e1g3
4r3/1p6/p7/6p1/P1R3Pp/1P3P1P/3kp3/6K1 b - - 1 37,e2e1q
4r3/1p6/p7/6p1/P1R3Pp/1P3PqP/3k4/5K2 b - - 3 39,e8e2
4r3/1p6/p7/6p1/P2k2Pp/1P2pP1P/6K1/4R3 b - - 0 34,d4c3
4r3/1p6/p7/6p1/P5Pp/1Pk1pP1P/6K1/2R5 b - - 2 35,c3d2
4r3/1pk5/p7/6p1/4p1Pp/7P/PPP2P2/4R1K1 b - - 2 28,c7d6
4r3/1pp1PP1p/p2k2p1/8/6P1/1P1p4/P4K1P/4R3 b - - 0 27,e8e7
4r3/3P4/8/3K4/4P1k1/1PR3P1/P7/8 b - - 0 47,e8d8
4r3/3k3r/1p1npBRp/2bP1p2/1PP5/2K5/P7/4R3 b - - 0 42,d6e4
4r3/3k3r/1p2pBRp/2bP1p2/1PP1n3/3K4/P7/4R3 b - - 2 43,c5b4
4r3/3k3r/1p2pBRp/2bP1p2/P1P1n3/3K4/8/1R6 b - - 0 45,e4f6
4r3/3k3r/1p2pBRp/3P1p2/1bP1n3/3K4/P7/1R6 b - - 1 44,b4c5
4r3/3k3r/1p2pBRp/n1bP1p2/2P5/1P6/P1K5/4R3 b - - 10 40,a5b7
4r3/3k3r/1p2pBRp/n2P1p2/2P5/1P6/P1K2b2/5R2 b - - 8 39,f2c5
4r3/3k3r/1p2pR1p/2bP1p2/P1P5/3K4/8/1R6 b - - 0 46,h6h5
4r3/3k3r/1p2pR2/P1bP1p1p/2P5/3K4/8/1R6 b - - 0 47,b6a5
4r3/3k4/5Qp1/3n3p/3R1p2/1P5P/P1P3P1/2K4R b - - 0 28,e8e6
4r3/3kn3/5Qp1/7p/3p1p2/1P5P/P1P3P1/2KR3R b - - 0 27,e7d5
4r3/5k2/1R3p2/4p3/3p2P1/3P3P/2P2RK1/r7 b - - 6 35,e8e6
4r3/5pk1/7p/4qpp1/8/3Q1P1P/6P1/3R3K w - - 11 37,d3d7
4r3/5pk1/p1b3pp/8/2P5/4K2P/8/1R6 w - - 1 29,e3d4
4r3/5pk1/p1b3pp/8/2PK4/7P/8/4R3 w - - 5 31,e1a1
4r3/5pk1/p5pp/8/2PKb3/7P/8/1R6 w - - 3 30,b1e1
4r3/5pk1/p5pp/8/2PKb3/7P/8/R7 w - - 7 32,a1a6
4r3/5pkp/6p1/pR1p4/3P1P2/4P3/P5PP/6K1 w - - 3 33,g1f2
4r3/6k1/R5pp/5p2/2PKb3/7P/8/8 w - - 0 33,c4c5
4r3/7R/3kpR2/p1bP1p1p/2P5/3K4/8/8 b - - 0 49,d6e5
4r3/7R/4p2R/p1bPkp1p/2P5/3K4/8/8 b - - 2 50,a5a4
4r3/7R/4p3/2bPkp1R/p1P5/3K4/8/8 b - - 0 51,a4a3
4r3/8/2nk4/1R6/1p1PP1Pp/5P2/7P/6K1 w - - 2 38,g1f1
4r3/8/3P4/3K4/1B2P1k1/1Pp3P1/P1Rb4/8 b - - 2 44,g4f3
4r3/8/3P4/3K4/4P3/1PB2kP1/P1Rb4/8 b - - 0 45,d2c3
4r3/8/3P4/3K4/4P3/1PR2kP1/P7/8 b - - 0 46,f3g4
4r3/P4p2/Rn1p3k/3p1K1p/3P4/4P3/5PP1/1r6 b - - 5 39,h6g7
4r3/P4pk1/Rn1p4/3p2Kp/3P4/4P3/5PP1/1r6 b - - 7 40,e8h8
4r3/P5k1/Rn1p1p2/8/3P1K1p/8/6P1/1r6 b - - 3 47,g7g6
4r3/P5k1/Rn1p1p2/8/3PP1Kp/8/6P1/1r6 b - - 3 45,e8e4
4r3/P7/Rn1p1pk1/8/3P2Kp/8/6P1/1r6 b - - 5 48,e8h8
4r3/R7/4p3/2bPkp1R/2P5/p2K4/8/8 b - - 1 52,e8b8
4r3/p7/3k4/6R1/2Bp4/5P1P/PPP3P1/2K5 w - - 1 33,b2b3
4r3/pp1qkpQp/2p1p1pP/3BP3/8/5P2/PPP2P2/2K5 w - - 4 28,g7f6
4r3/ppp1k1R1/2b2p1p/2P2p2/2Qp1b2/3P1n1P/PP6/7K b - - 3 32,e7d8
4r3/ppp2k2/2b2p1p/2P2p2/2Qp1b2/3P1n1P/PP6/6RK b - - 1 31,f7e7
4r3/ppp2k2/2b2p1p/2P2p2/3p1b1n/3P1P1P/PPQ5/6RK b - - 0 30,h4f3
4rbnr/2pk1ppp/Q2p1q2/1p5P/1P1p4/P7/4BP2/RN2K2R b KQ - 2 19,f6e5
4rbnr/2pk1ppp/Q2p4/1p2q2P/1P1p4/P7/4BP2/RN3RK1 b - - 4 20,e5e2
4rbnr/2pk1ppp/Q2p4/1p5P/1P1p2q1/P1N5/5P2/R4R1K b - - 3 22,g4h5
4rbnr/2pk1ppp/Q2p4/1p5P/1P1p4/P1N5/4qP2/R4RK1 b - - 1 21,e2g4
4rbnr/2pk1ppp/Q2p4/1p5q/1P1p4/P1N5/5P2/R4RK1 b - - 1 23,h5g4
4rbnr/2pk1ppp/Q2p4/1p6/1P1p2q1/P1N5/5P2/R4R1K b - - 3 24,g4h3
4rbnr/2pk1ppp/Q2p4/1p6/1P1p4/P1N4q/5P2/R4RK1 b - - 5 25,h3c3
4rbnr/2pk1ppp/Q2p4/1p6/1P1p4/P1q5/5P2/4RRK1 b - - 1 26,c3d3
4rk2/6p1/R6p/1p2P3/8/7P/3R1PK1/8 b - - 0 38,e8e5
4rk2/pp1q1p1p/2p1pQpP/3BP3/8/5P2/PPP2P2/2K5 w - - 2 27,f6g7
4rk2/pp1q1p1p/2p1pQpP/3BP3/8/5P2/PPP2P2/2K5 w - - 6 29,f6h8
4rrk1/1p1nQpbp/2p3p1/q2p2Pb/3P1P2/2PB1N1P/PP3P2/R3K2R w KQ - 1 17,e7e8
4rrk1/1q1b1p1p/1p1R2p1/2p3P1/2B1P3/1P3P1P/P1Q5/1K5R b - - 0 27,d7e6
4rrk1/1q3p1p/1p1Rb1p1/2p3P1/2B1P2P/1P3P2/P1Q5/1K5R b - - 0 28,b7c7
4rrk1/2q2p1p/1p2b1p1/2p3P1/2B1P2P/1P3P2/P1Q5/1K1R3R b - - 2 29,c7f4
4rrk1/5p1p/1p2b1P1/2p3P1/2B1P3/1P3q2/P1Q5/1K1R3R b - - 0 31,f7g6
4rrk1/5p1p/1p2b1p1/2p3PP/2B1Pq2/1P3P2/P1Q5/1K1R3R b - - 0 30,f4f3
4rrk1/7p/1p2B1p1/2p3P1/4P3/1P3q2/P1Q5/1K1R3R b - - 0 32,e8e6
4rrk1/p1pq1pbp/b2p1np1/N1pN4/2P1P3/5P2/PP4PP/R1BQR1K1 b - - 0 14,c7c6
4rrk1/p1q2p1p/2p3pB/3P4/2b5/3p1P2/P5PP/2RQR2K b - - 0 23,c6d5
4rrk1/p1q2p1p/2pp2p1/2p5/2bNP3/5P2/P2B2PP/1R1QR2K b - - 0 20,c5d4
4rrk1/p1q2p1p/2pp2pB/8/2b1P3/3p1P2/P5PP/2RQR2K b - - 1 22,d6d5
4rrk1/p1q2p1p/2pp2pB/8/2bpP3/5P2/P5PP/1R1QR2K b - - 1 21,d4d3
4rrk1/p1q2p1p/6pB/3p4/2b5/2Rp1P2/P5PP/3QR2K b - - 1 24,c7a5
4rrk1/p1q2p1p/b1pp2p1/2p5/2PbP3/1N3P2/P2B2PP/1R1QR2K b - - 5 19,a6c4
4rrk1/p2q1p1p/b1pp1bp1/N1p5/2P1P3/5P2/PP1B2PP/R2QR1K1 b - - 1 16,f6b2
4rrk1/p2q1p1p/b1pp2p1/N1p5/2P1P3/5P2/Pb1B2PP/1R1QR1K1 b - - 1 17,b2d4
4rrk1/p2q1p1p/b1pp2p1/N1p5/2PbP3/5P2/P2B2PP/1R1QR2K b - - 3 18,d7c7
4rrk1/p2q1pbp/b1pp1Np1/N1p5/2P1P3/5P2/PP4PP/R1BQR1K1 b - - 0 15,g7f6
4rrk1/p4p1p/6pB/q2p4/2b5/2Rp1P2/P2Q2PP/4R2K b - - 3 25,e8e1
4rrk1/p4ppp/3p4/1p1P4/4NP1b/BPq4P/P3R1B1/1R3K2 b - - 6 25,e8e4
4rrk1/ppp1Q2p/4p1p1/3q1p1b/3P1B2/2P1RPP1/P7/5RK1 w - - 3 23,e7c7
4rrk1/ppp3p1/2n5/4R2P/2P5/8/PP6/7K b - - 0 36,e8e5
5B2/2k5/4R3/p4p1p/8/5PK1/r6P/8 b - - 2 34,a2a4
5B2/2k5/4R3/p4p1p/r7/5P2/6KP/8 b - - 0 33,a4a2
5B2/2k5/4p2p/p3pp2/P1P5/2r2P2/6KP/R7 b - - 4 30,h6h5
5B2/2k5/4p3/p3Rp1p/P1r5/5P2/6KP/8 b - - 0 32,c4a4
5B2/2k5/4p3/p3pp1p/P1P5/2r2P2/6KP/4R3 b - - 1 31,c3c4
5B2/2k5/5R2/p4p1p/r7/5PK1/7P/8 b - - 4 35,h5h4
5B2/2k5/5R2/p4p2/r6p/5P2/6KP/8 b - - 1 36,f5f4
5B2/3p1p1p/3Q4/4p3/P3N3/1q6/1P5P/1K1k4 b - - 6 39,d1e2
5B2/3p1p1p/Q4N2/4p3/P7/1q1k4/1P5P/1K6 b - - 2 37,d3d2
5B2/3p1p1p/Q7/4p3/P3N3/1q6/1P1k3P/1K6 b - - 4 38,d2d1
5B2/Q2p1p1p/5N2/4p3/P2k4/1q6/1P5P/1K6 b - - 0 36,d4d3
5Q2/1k1r4/2R3K1/pp1P3p/2P4P/PP6/8/8 w - - 3 49,f8c8
5Q2/2k5/R7/1P6/P5P1/8/8/1R5K b - - 0 56,c7d7
5Q2/2kr4/4R1K1/pp1P3p/2P4P/PP6/8/8 w - - 1 48,e6c6
5Q2/3k4/R7/1P6/P5P1/8/8/3R3K b - - 2 57,d7c7
5Q2/8/2k5/8/8/4K3/8/8 b - - 4 74,c6d5
5Q2/8/8/1k6/8/8/5K2/8 b - - 2 73,b5c6
5Q2/8/8/8/1k6/8/8/6K1 b - - 0 72,b4b5
5Q2/8/p3r1q1/4R1k1/3p1rPp/3P1P1P/PPP5/5RK1 b - - 0 35,e6e5
5Q2/8/p3rkq1/4p3/3p1rPp/3P1P1P/PPP5/4RRK1 b - - 2 34,f6g5
5Q2/pp2Q3/1k6/8/2p1P3/P1P5/1P6/2K5 w - - 3 51,e7g7
5Q2/pp3Q2/8/8/k1p1P3/P1P5/1P6/2K5 w - - 7 53,f7c4
5Q2/pp4Q1/8/k7/2p1P3/P1P5/1P6/2K5 w - - 5 52,g7f7
5Q2/pp6/8/k7/2Q1P3/P1P5/1P6/2K5 w - - 1 54,f8c5
5Q2/ppk5/4Q3/8/2p1P3/P1P5/1P6/2K5 w - - 1 50,e6e7
5R2/1q6/p2p1p2/3kp3/8/P5P1/5PKP/8 b - - 4 36,d5e6
5R2/1q6/p2pkp2/4p3/8/P5PK/5P1P/8 b - - 6 37,b7d7
5R2/4k3/7B/p7/7p/5P1K/r6P/8 b - - 8 42,a5a4
5R2/4k3/7B/p7/r6p/5P2/6KP/8 b - - 6 41,a4a2
5R2/6Pk/8/6r1/p2BK3/2P5/1P6/8 w - - 9 50,g7g8q
5R2/6p1/2B5/4p1p1/5k2/8/2K5/8 b - - 1 51,f4g3
5R2/8/4k3/p7/r4B1p/5P2/6KP/8 b - - 4 40,e6e7
5R2/8/4r3/3K4/4rk2/6p1/7p/8 b - - 5 80,f4e3
5R2/kP6/8/8/3NB3/5P2/3K4/8 b - - 2 68,a7b6
5Rk1/8/p3p3/5p1p/3P2pP/4PPB1/3bK1P1/2R5 b - - 0 32,g8f8
5Rr1/7k/8/8/p2BK3/2P5/1P6/8 w - - 0 51,f8g8
5b1r/1k1r4/p2p1p2/Pp1Pp1P1/1Pp1Pp1p/2P2N1P/5P2/R4RK1 b - - 0 38,f6g5
5b1r/1k1r4/p2p4/Pp1Pp1N1/1Pp1Pp1p/2P4P/5P2/R4RK1 b - - 0 39,d7g7
5b1r/1k3ppp/1p2b3/4P3/8/3R4/1PPP1P1P/2B3K1 b - - 4 24,f8c5
5b1r/1k3ppp/1p6/4P3/8/R6b/1PPP1P1P/2B3K1 b - - 2 23,h3e6
5b1r/1k4r1/p2p4/Pp1Pp1N1/1Pp1Pp1p/2P4P/5P1K/R4R2 b - - 2 40,g7g5
5b1r/1k6/p2p4/Pp1Pp1r1/1Pp1Pp1p/2P4P/5P1K/R5R1 b - - 1 41,h8g8
5b1r/1kp2p2/p3pB2/1q1r1b1p/3P4/P1Q4P/1PP2PP1/R3R1K1 b - - 2 22,h8h6
5b1r/1pk5/p1n1pp1p/2prp3/4N3/2PP4/PP3PPP/R1B2RK1 b - - 1 17,f8e7
5b1r/2Q1kppp/p2pbn2/8/4P3/5N2/PrP2PPP/RN2K2R b KQ - 0 13,e6d7
5b1r/2Qbkppp/p2P4/3n4/8/5N2/PrP2PPP/RN2K2R b KQ - 0 15,e7f6
5b1r/2Qbkppp/p2p1n2/4P3/8/5N2/PrP2PPP/RN2K2R b KQ - 0 14,f6d5
5b1r/3Q1ppp/p2P1k2/3n4/8/5N2/PrP2PPP/RN2K2R b KQ - 0 16,f8d6
5b1r/3Q2k1/3p2p1/2p1p1qp/4P3/1BPP3P/1P3P1P/1N3R1K b - - 2 25,f8e7
5b1r/5k2/1q1p1p2/3Pp1p1/1Pp1P2p/2B1NPnP/5KP1/Q5R1 b - - 2 33,f8e7
5b1r/p1pkpppp/8/3Q4/8/3P4/PPq2PPP/R1B2K1R b - - 2 18,d7c8
5b1r/p3qppp/3p4/2pQ1n1k/5PbP/3P2P1/P3r3/2R3K1 b - - 0 25,e2e1
5b1r/p3qppp/3p4/2pQ1n1k/5PbP/3P2P1/P7/4R1K1 b - - 0 26,e7e1
5b1r/p4ppp/3p4/2p2n1k/3Q1PbP/2KP4/P7/8 b - - 0 33,c5d4
5b1r/p4ppp/3p4/2pQ1n1k/5P1P/3P2qb/P3K3/8 b - - 3 29,g3e3
5b1r/p4ppp/3p4/2pQ1n1k/5P1P/3Pq2b/P7/3K4 b - - 5 30,h3g4
5b1r/p4ppp/3p4/2pQ1n1k/5PbP/2KP4/P4q2/8 b - - 9 32,f2d4
5b1r/p4ppp/3p4/2pQ1n1k/5PbP/3P2P1/P5K1/4q3 b - - 1 27,e1g3
5b1r/p4ppp/3p4/2pQ1n1k/5PbP/3P2q1/P7/5K2 b - - 1 28,g4h3
5b1r/p4ppp/3p4/2pQ1n1k/5PbP/3Pq3/P1K5/8 b - - 7 31,e3f2
5b1r/p4ppp/3p4/5n1k/2Kp1PbP/3P4/P7/8 b - - 1 34,f8e7
5b1r/pp2kp1p/2n1p1p1/2pNP3/5P2/8/PPP3PP/R1BR2K1 b - - 0 17,e6d5
5b1r/pp2kp1p/2n3p1/2pRP3/5P2/8/PPP3PP/R1B3K1 b - - 0 18,e7e6
5b1r/pp3p1p/2n1k1p1/2p1P3/5P2/3R4/PPP3PP/R1B3K1 b - - 2 19,f8e7
5b1r/ppN1kp1p/2n1pnp1/2p1P3/5P2/8/PPP3PP/R1BR2K1 b - - 0 16,f6d5
5b2/1k3pp1/2Np2p1/3Pp3/1P2r1r1/P2B1K2/5P2/R7 b - - 10 39,e4f4
5b2/1k3pp1/2Np2p1/3Pp3/1P2r3/P4K2/5P2/R4Br1 b - - 8 38,g1g4
5b2/1k3pp1/2Np2p1/3Pp3/1P3r2/P2B4/4KPr1/5R2 b - - 14 41,f8e7
5b2/1k3pp1/2Np2p1/3Pp3/1P3rr1/P2B4/4KP2/R7 b - - 12 40,g4g2
5b2/1k3pp1/2Np2p1/3Pp3/1P5r/P7/4KP2/R4Br1 b - - 6 37,h4e4
5b2/1k6/p2p4/Pp1Pp1r1/1Pp1Pp1p/2P4P/5P1K/6R1 b - - 1 43,f8h6
5b2/1kp2p2/p3pB1r/1q1rRb1p/3P4/P1Q4P/1PP2PP1/R5K1 b - - 4 23,h6f6
5b2/1kp2p2/p3pr2/1q1R1b1p/3P4/P1Q4P/1PP2PP1/R5K1 b - - 0 24,b5d5
5b2/1r1k4/2p1bB2/3p3p/pP3p2/P6P/1KPN2r1/3R3R b - - 0 28,f8g7
5b2/1r1k4/2p1bB2/p2p3p/5p2/PP5P/1KPN2r1/3R3R b - - 0 27,a5a4
5b2/1r1k4/2p1bp2/p2pp2p/5P1B/PP5P/1KPN2r1/3R3R b - - 3 26,e5f4
5b2/1r1k4/2p1bp2/p2pp2p/5P2/PP4rP/1KPN1B2/3R3R b - - 1 25,g3g2
5b2/4k1r1/p1B1p3/4p3/1p1p2pP/1P6/P4P1P/R4RK1 b - - 0 25,g7h7
5b2/4k1r1/p1B1pq2/4p3/1p1p2pQ/1P4P1/P4P1P/R4RK1 b - - 0 24,f6h4
5b2/4k2r/p1B1p3/4p3/1p1p2pP/1P6/P4P1P/2R2RK1 b - - 2 26,h7h4
5b2/4k3/p1B1p3/4p3/1p1p2pr/1P3P2/P6P/2R2RK1 b - - 0 27,f8h6
5b2/5r2/5R2/3bPk2/3P1P2/4K3/1B5P/8 b - - 2 39,f7f6
5b2/8/5P2/3b1k2/3P1P2/4K3/1B5P/8 b - - 0 40,f5f6
5b2/8/5k2/3b4/3P1P2/8/1B3K1P/8 b - - 1 41,f8h6
5bkr/R6p/5pp1/4p3/3pP1P1/3P3P/3B1P2/5RK1 b - - 0 36,f8a3
5bnr/2Q1kppp/3p4/1p6/1P1p4/P2q4/5P2/5RK1 b - - 0 29,e7f6
5bnr/2krp1pp/QBn1p3/4P3/8/3P4/4N1PP/5RK1 b - - 2 26,c7b8
5bnr/2p1kppp/p1Qpb3/8/4P3/5N2/PrP2PPP/RN2K2R b KQ - 0 12,g8f6
5bnr/3rp1pp/Q1nkp3/4P3/3B4/3P4/4N1PP/5RK1 b - - 0 25,d6c7
5bnr/Q4ppp/3p1k2/1p6/1P1p4/P2q4/5P2/5RK1 b - - 2 30,f8e7
5bnr/pp1rp3/1k3p2/1P1P2p1/3P3p/5P2/4B1PP/2R3K1 b - - 0 27,d7d5
5bnr/pp2p3/1k3p2/1P1r2p1/3P3p/5P2/4BKPP/2R5 b - - 1 28,e7e6
5bnr/pp6/1k2Bp2/1P4p1/3r3p/5P2/5KPP/2R5 b - - 0 30,f8c5
5bnr/pp6/1k2pp2/1P1r2p1/2BP3p/5P2/5KPP/2R5 b - - 1 29,d5d4
5bnr/ppN1kp1p/2n1p1p1/2p5/4PP2/8/PPP3PP/R1BR2K1 b - - 0 15,g8f6
5br1/1k6/p2p4/Pp1Pp1R1/1Pp1Pp1p/2P4P/5P1K/R7 b - - 0 42,g8g5
5br1/1r1k4/2p1bp2/p2pp2p/5P2/PP2B1PP/1KPN4/3R3R b - - 0 24,g8g3
5br1/1r1k4/2ppbp2/p3p2p/8/PP2B1PP/1KPN1P2/3R3R b - - 2 23,d6d5
5br1/4k2Q/p1B1pq2/4p3/1p1p2pp/1P4P1/P4P1P/R4RK1 b - - 1 23,g8g7
5br1/4k3/p1B1pq2/4p2p/1p1p2p1/1P1Q2P1/P4P1P/R4RK1 b - - 3 22,h5h4
5br1/B2k4/2ppbp2/p3p2p/1r2P3/1P3NPP/PKP2P2/3R3R b - - 3 20,b4e4
5br1/B2k4/2ppbp2/p3p2p/1r6/PP4PP/1KPN1P2/3R3R b - - 0 22,b4b7
5br1/B2k4/2ppbp2/p3p2p/4r3/1P4PP/PKPN1P2/3R3R b - - 1 21,e4b4
5br1/ppk5/2npqn1N/2p1p3/4P1p1/2NP4/PPP2PPP/R1BQ1RK1 b - - 0 18,f8h6
5k1N/1b2BBpp/p1n5/1p6/8/8/PP3PPP/R2Q2K1 b - - 0 23,f8e7
